"n_code","active","last_update","update_count","input_date","lat","lng","x_900913","y_900913","extension","date_photo","device_platform","device_model","device_uuid","user_n_code","viewing_angle","points","rain","bottom","fu_value","fu_processed","fu_observed","sd_depth","flagged_count","image"
"3038","1","8/16/2017 7:13:46 PM","215","3/24/2016 5:12:32 AM","-26.797971335478","152.96743419285","17028256","-3098253","png","3/24/2016 5:12:33 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-5","0","","","16","16","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/3038.png"
"3037","1","8/16/2017 7:13:46 PM","215","3/24/2016 5:12:16 AM","-26.797971335478","152.96743419285","17028256","-3098253","png","3/24/2016 5:12:08 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-7","0","","","16","15","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/3037.png"
"3036","1","8/16/2017 7:13:46 PM","215","3/24/2016 5:11:38 AM","-26.797971335478","152.96743419285","17028256","-3098253","png","3/24/2016 5:10:42 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-10","10","","","16","15","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/3036.png"
"3035","1","8/16/2017 7:13:46 PM","215","3/24/2016 3:38:22 AM","-26.709300032842","152.86994908951","17017404","-3087199","png","3/24/2016 3:38:20 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-6","0","","","9","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/3035.png"
"3034","1","8/16/2017 7:13:46 PM","215","3/24/2016 3:38:09 AM","-26.70924995097","152.86998898736","17017409","-3087193","png","3/24/2016 3:37:08 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","5","10","","","10","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/3034.png"
"3033","1","8/16/2017 7:13:46 PM","215","3/24/2016 3:38:03 AM","-26.709300032842","152.86994908951","17017404","-3087199","png","3/24/2016 3:37:00 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-7","10","","","10","12","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/3033.png"
"3032","1","8/16/2017 7:13:46 PM","215","3/24/2016 3:12:35 AM","-26.693852730322","152.93008336848","17024099","-3085274","png","3/24/2016 3:12:23 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-2","0","","","12","12","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/3032.png"
"3031","1","8/16/2017 7:13:46 PM","215","3/24/2016 3:11:59 AM","-26.693852730322","152.93008336848","17024099","-3085274","png","3/24/2016 3:11:44 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-2","0","","","12","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/3031.png"
"3030","1","8/16/2017 7:13:46 PM","215","3/24/2016 3:10:40 AM","-26.693852730322","152.93008336848","17024099","-3085274","png","3/24/2016 3:09:31 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-2","10","","","11","12","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/3030.png"
"3029","1","8/16/2017 7:13:46 PM","215","3/24/2016 3:10:38 AM","-26.513293418127","152.57896754905","16985012","-3062794","png","3/24/2016 12:46:52 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-3","0","","","15","14","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/3029.png"
"3028","1","8/16/2017 7:13:46 PM","215","3/24/2016 3:10:37 AM","-26.513293418127","152.57896754905","16985012","-3062794","png","3/24/2016 12:45:47 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-6","0","","","15","14","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/3028.png"
"3027","1","8/16/2017 7:13:46 PM","215","3/24/2016 3:10:36 AM","-26.513293418127","152.57896754905","16985012","-3062794","png","3/24/2016 12:44:43 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-11","10","","","15","14","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/3027.png"
"3026","1","8/16/2017 7:13:46 PM","215","3/24/2016 3:10:35 AM","-27.085353239946","152.56833779926","16983829","-3134139","png","3/22/2016 2:44:51 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-5","0","","","12","12","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/3026.png"
"3025","1","8/16/2017 7:13:46 PM","215","3/24/2016 3:10:34 AM","-27.085353239946","152.56833779926","16983829","-3134139","png","3/22/2016 2:44:19 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-5","0","","","12","13","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/3025.png"
"3024","1","8/16/2017 7:13:46 PM","215","3/24/2016 3:10:33 AM","-27.085353239946","152.56833779926","16983829","-3134139","png","3/22/2016 2:43:37 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-4","10","","","13","13","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/3024.png"
"3023","1","8/16/2017 7:13:46 PM","215","3/24/2016 3:10:31 AM","-27.333774659808","152.55110082231","16981910","-3165234","png","3/22/2016 12:47:51 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","7","0","","","10","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/3023.png"
"3022","1","8/16/2017 7:13:46 PM","215","3/24/2016 3:10:30 AM","-27.333774659808","152.55110082231","16981910","-3165234","png","3/22/2016 12:47:11 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-5","0","","","13","13","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/3022.png"
"3021","1","8/16/2017 7:13:46 PM","215","3/24/2016 3:10:29 AM","-27.333774659808","152.55110082231","16981910","-3165234","png","3/22/2016 12:46:02 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-6","10","","","13","12","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/3021.png"
"3018","1","8/16/2017 7:13:46 PM","215","3/22/2016 12:50:33 AM","-27.345669795784","152.54317045226","16981028","-3166725","png","3/22/2016 12:05:27 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-6","0","","","10","12","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/3018.png"
"3017","1","8/16/2017 7:13:46 PM","215","3/22/2016 12:49:27 AM","-27.345669795784","152.54317045226","16981028","-3166725","png","3/22/2016 12:05:01 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-8","0","","","10","9","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/3017.png"
"3016","1","8/16/2017 7:13:46 PM","215","3/22/2016 12:48:06 AM","-27.345669795784","152.54317045226","16981028","-3166725","png","3/22/2016 12:04:12 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-6","10","","","10","10","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/3016.png"
"2990","1","8/16/2017 7:13:46 PM","224","3/8/2016 3:59:03 AM","-27.487970581304","152.9961397314","17031452","-3184570","png","3/8/2016 3:59:07 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","-13","0","","","18","18","0","0.17","0","http://www.eyeonwater.org/media/eyeonwater_upload/2990.png"
"2989","1","8/16/2017 7:13:46 PM","224","3/8/2016 3:58:31 AM","-27.487970581304","152.9961397314","17031452","-3184570","png","3/8/2016 3:58:28 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","-13","0","","","18","17","0","0.17","0","http://www.eyeonwater.org/media/eyeonwater_upload/2989.png"
"2988","1","8/16/2017 7:13:46 PM","224","3/8/2016 3:57:37 AM","-27.487970581304","152.9961397314","17031452","-3184570","png","3/8/2016 3:57:22 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","2","10","","","18","18","0","0.17","0","http://www.eyeonwater.org/media/eyeonwater_upload/2988.png"
"2987","1","8/16/2017 7:13:46 PM","224","3/8/2016 3:39:03 AM","-27.486555852968","152.99351732349","17031160","-3184393","png","3/8/2016 3:39:19 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","8","0","","","18","17","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2987.png"
"2986","1","8/16/2017 7:13:46 PM","224","3/8/2016 3:38:27 AM","-27.486555852968","152.99351732349","17031160","-3184393","png","3/8/2016 3:38:30 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","2","10","","","18","18","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2986.png"
"2985","1","8/16/2017 7:13:46 PM","224","3/8/2016 1:59:19 AM","-27.31955019294","153.06788488305","17039438","-3163452","png","3/8/2016 1:59:40 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","0","0","","","13","13","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2985.png"
"2984","1","8/16/2017 7:13:46 PM","224","3/8/2016 1:58:54 AM","-27.31955019294","153.06788488305","17039438","-3163452","png","3/8/2016 1:59:19 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","0","0","","","13","13","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2984.png"
"2983","1","8/16/2017 7:13:46 PM","224","3/8/2016 1:58:22 AM","-27.31955019294","153.06788488305","17039438","-3163452","png","3/8/2016 1:57:39 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","0","10","","","13","14","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2983.png"
"2982","1","8/16/2017 7:13:46 PM","224","3/8/2016 1:56:04 AM","-27.319542691137","153.06799971513","17039451","-3163451","png","3/8/2016 1:55:25 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","3","10","","","11","12","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2982.png"
"2981","1","8/16/2017 7:13:46 PM","224","3/8/2016 1:56:03 AM","-32.334854579561","151.28056925736","16840475","-3807346","png","3/3/2016 6:01:48 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","1","0","","","8","9","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2981.png"
"2980","1","8/16/2017 7:13:46 PM","224","3/8/2016 1:56:03 AM","-32.334854579561","151.28056925736","16840475","-3807346","png","3/3/2016 6:01:19 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-1","0","","","9","10","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2980.png"
"2979","1","8/16/2017 7:13:46 PM","224","3/8/2016 1:56:02 AM","-32.334854579561","151.28056925736","16840475","-3807346","png","3/3/2016 6:00:34 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-2","10","","","9","10","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2979.png"
"2978","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:56:01 AM","-32.325620320656","151.28546797685","16841021","-3806129","png","3/3/2016 5:15:05 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-3","0","","","8","10","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2978.png"
"2977","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:56:00 AM","-32.325620320656","151.28546797685","16841021","-3806129","png","3/3/2016 5:14:32 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-3","0","","","8","9","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2977.png"
"2976","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:56:00 AM","-32.325620320656","151.28546797685","16841021","-3806129","png","3/3/2016 5:13:57 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","1","0","","","8","9","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2976.png"
"2975","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:59 AM","-32.325620320656","151.28546797685","16841021","-3806129","png","3/3/2016 5:13:30 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","0","10","","","7","9","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2975.png"
"2974","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:58 AM","-32.33621286697","151.26772524803","16839046","-3807525","png","3/3/2016 3:59:30 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","0","0","","","9","10","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2974.png"
"2973","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:58 AM","-32.33621286697","151.26772524803","16839046","-3807525","png","3/3/2016 3:59:07 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","0","0","","","9","10","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2973.png"
"2972","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:57 AM","-32.33621286697","151.26772524803","16839046","-3807525","png","3/3/2016 3:58:37 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","0","10","","","9","9","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2972.png"
"2971","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:56 AM","-32.345420136147","151.28912340864","16841428","-3808738","png","3/3/2016 3:13:42 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-1","0","","","9","9","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2971.png"
"2970","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:56 AM","-32.345420136147","151.28912340864","16841428","-3808738","png","3/3/2016 3:13:15 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","0","0","","","10","9","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2970.png"
"2969","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:55 AM","-32.345420136147","151.28912340864","16841428","-3808738","png","3/3/2016 3:12:54 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","0","0","","","9","9","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2969.png"
"2968","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:54 AM","-32.345420136147","151.28912340864","16841428","-3808738","png","3/3/2016 3:12:22 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","2","0","","","10","9","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2968.png"
"2967","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:53 AM","-32.345420136147","151.28912340864","16841428","-3808738","png","3/3/2016 3:11:48 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","0","0","","","9","9","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2967.png"
"2966","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:53 AM","-32.345420136147","151.28912340864","16841428","-3808738","png","3/3/2016 3:09:48 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-3","10","","","11","10","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2966.png"
"2965","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:52 AM","-32.360188672349","151.28324442557","16840773","-3810684","png","3/3/2016 1:52:04 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-4","0","","","10","10","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2965.png"
"2964","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:51 AM","-32.360188672349","151.28324442557","16840773","-3810684","png","3/3/2016 1:51:15 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","2","0","","","11","9","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2964.png"
"2963","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:51 AM","-32.360188672349","151.28324442557","16840773","-3810684","png","3/3/2016 1:50:37 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-2","0","","","10","10","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2963.png"
"2962","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:50 AM","-32.362777632691","151.27646346591","16840018","-3811025","png","3/3/2016 1:00:47 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-11","0","","","9","8","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2962.png"
"2961","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:49 AM","-32.362777632691","151.27646346591","16840018","-3811025","png","3/3/2016 1:00:23 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-1","0","","","9","9","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2961.png"
"2960","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:49 AM","-32.362777632691","151.27646346591","16840018","-3811025","png","3/3/2016 1:00:00 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","0","10","","","11","9","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2960.png"
"2959","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:48 AM","-32.362777632691","151.27646346591","16840018","-3811025","png","3/3/2016 12:59:18 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","0","0","","","11","9","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2959.png"
"2958","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:47 AM","-32.362777632691","151.27646346591","16840018","-3811025","png","3/3/2016 12:58:47 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","2","0","","","8","8","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2958.png"
"2957","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:46 AM","-32.362777632691","151.27646346591","16840018","-3811025","png","3/3/2016 12:58:04 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-1","10","","","9","8","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2957.png"
"2956","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:46 AM","-32.356356927224","151.27218877911","16839543","-3810179","png","3/2/2016 11:55:42 PM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","0","0","","","11","9","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2956.png"
"2955","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:45 AM","-32.356356927224","151.27218877911","16839543","-3810179","png","3/2/2016 11:55:23 PM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","0","0","","","11","9","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2955.png"
"2954","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:44 AM","-32.356356927224","151.27218877911","16839543","-3810179","png","3/2/2016 11:54:29 PM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","0","0","","","12","9","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2954.png"
"2953","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:44 AM","-32.356356927224","151.27218877911","16839543","-3810179","png","3/2/2016 11:53:28 PM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-1","10","","","10","9","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2953.png"
"2952","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:43 AM","-32.356701213897","150.99199424512","16808351","-3810224","png","3/2/2016 12:03:51 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","4","0","","","11","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2952.png"
"2951","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:42 AM","-32.356701213897","150.99199424512","16808351","-3810224","png","3/2/2016 12:02:50 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","4","0","","","11","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2951.png"
"2950","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:42 AM","-32.356701213897","150.99199424512","16808351","-3810224","png","3/2/2016 12:00:40 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","0","10","","","11","13","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2950.png"
"2949","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:41 AM","-32.337708072767","151.44042707062","16858271","-3807722","png","3/1/2016 4:06:46 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-12","0","","","16","15","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2949.png"
"2948","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:40 AM","-32.337708072767","151.44042707062","16858271","-3807722","png","3/1/2016 4:06:06 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-3","0","","","16","15","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2948.png"
"2947","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:40 AM","-32.337708072767","151.44042707062","16858271","-3807722","png","3/1/2016 4:02:59 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-5","10","","","16","14","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2947.png"
"2946","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:39 AM","-32.332467539266","151.43318862668","16857465","-3807031","png","3/1/2016 3:22:53 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","4","0","","","15","14","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2946.png"
"2945","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:38 AM","-32.332467539266","151.43318862668","16857465","-3807031","png","3/1/2016 3:21:51 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","6","0","","","15","15","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2945.png"
"2944","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:38 AM","-32.332467539266","151.43318862668","16857465","-3807031","png","3/1/2016 3:19:54 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-1","10","","","16","15","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2944.png"
"2943","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:37 AM","-32.328804018937","151.43884657896","16858095","-3806549","png","3/1/2016 2:24:09 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","2","0","","","16","15","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2943.png"
"2942","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:36 AM","-32.328804018937","151.43884657896","16858095","-3806549","png","3/1/2016 2:22:58 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","3","0","","","16","15","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2942.png"
"2941","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:35 AM","-32.328804018937","151.43884657896","16858095","-3806549","png","3/1/2016 2:21:11 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-3","10","","","16","14","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2941.png"
"2940","1","8/16/2017 7:13:46 PM","223","3/8/2016 1:55:35 AM","-32.331969989494","151.45120468936","16859470","-3806966","png","3/1/2016 1:23:09 AM","iOS","iPhone8,1","C8037E52-22E7-404F-9DDC-37BB86986DB5","41","-5","0","","","16","14","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/2940.png"
"1934","1","8/16/2017 7:13:46 PM","224","3/5/2016 5:21:06 AM","-32.36130870416","151.00298861987","16809575","-3810832","png","3/2/2016 4:03:29 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","0","0","","","10","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1934.png"
"1933","1","8/16/2017 7:13:46 PM","224","3/5/2016 5:20:58 AM","-32.36130870416","151.00298861987","16809575","-3810832","png","3/2/2016 4:02:51 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","0","0","","","10","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1933.png"
"1926","1","8/16/2017 7:13:46 PM","226","3/2/2016 4:03:04 AM","-32.36130870416","151.00298861987","16809575","-3810832","png","3/2/2016 4:02:12 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","0","10","","","11","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1926.png"
"1925","1","8/16/2017 7:13:46 PM","226","3/2/2016 3:21:45 AM","-32.375369707435","151.00114893777","16809371","-3812685","png","3/2/2016 3:21:28 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","0","0","","","11","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1925.png"
"1924","1","8/16/2017 7:13:46 PM","226","3/2/2016 3:20:56 AM","-32.375369707435","151.00114893777","16809371","-3812685","png","3/2/2016 3:20:37 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","0","0","","","11","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1924.png"
"1923","1","8/16/2017 7:13:46 PM","226","3/2/2016 3:20:10 AM","-32.375369707435","151.00114893777","16809371","-3812685","png","3/2/2016 3:19:30 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","0","10","","","10","10","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1923.png"
"1922","1","8/16/2017 7:13:46 PM","226","3/2/2016 2:04:23 AM","-32.381269019912","150.99316949937","16808482","-3813462","png","3/2/2016 2:04:24 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","0","0","","","10","10","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1922.png"
"1921","1","8/16/2017 7:13:46 PM","226","3/2/2016 2:03:49 AM","-32.381269019912","150.99316949937","16808482","-3813462","png","3/2/2016 2:03:37 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","3","0","","","10","10","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1921.png"
"1920","1","8/16/2017 7:13:46 PM","226","3/2/2016 2:03:11 AM","-32.381269019912","150.99316949937","16808482","-3813462","png","3/2/2016 2:02:52 AM","iOS","iPhone7,2","A9366046-54DD-4E3D-A785-5F63375457BA","35","5","10","","","11","11","0","0","0","http://www.eyeonwater.org/media/eyeonwater_upload/1920.png"
